key,wave,stance,canvas,topic,topic_conf,assigned_prob
5abe20da31c1510b,1,Cooking less due to physical disability,True,17,0.15030690784308942,0.1412558122073556
5abe20da31c1510b,1,My friends value routine in eating habits,True,13,1.0,1.0
5abe20da31c1510b,1,Financial concerns influence my friends' eating,True,13,0.26148871083992453,0.26148871083992453
e0b75643b94ce352,1,I eat meat at every meal,True,32,1.0,1.0
e0b75643b94ce352,1,I want meat with high protein,True,0,0.11533063203783764,0.11533063203783764
e0b75643b94ce352,1,I am trying to lose weight,True,-1,0.03544097162684723,
e0b75643b94ce352,1,I cook meat by baking or grilling,True,-1,0.10100767017759332,
e0b75643b94ce352,1,I sometimes eat smaller portions of meat,True,17,0.1293908253974219,0.1293908253974219
e0b75643b94ce352,1,I add more vegetables to meals,True,29,1.0,1.0
e0b75643b94ce352,1,My social gatherings always include meat,True,32,0.3927853282976092,0.3927853282976092
e0b75643b94ce352,1,Some friends are vegetarians,True,3,0.3071797955742619,0.3071797955742619
e0b75643b94ce352,1,I feel unwell without eating meat,True,-1,0.09840917305448693,
e0b75643b94ce352,1,It's hard to know what is healthiest,True,18,0.08145619447963845,0.08145619447963845
98326b74d660f5fd,1,I eat meat when I crave it,True,16,1.0,1.0
98326b74d660f5fd,1,I do not eat meat often,False,17,0.20458836157851232,0.20458836157851232
98326b74d660f5fd,1,Most people around me are omnivores,True,11,0.3323249844886353,0.3323249844886353
98326b74d660f5fd,1,I struggle morally with eating animals,True,22,0.6431443478343981,0.6431443478343981
98326b74d660f5fd,1,I care about animals,True,28,1.0,1.0
3e8a40a8a3361337,1,I am vegan,True,3,0.1778123801749761,0.1778123801749761
3e8a40a8a3361337,1,I am horrified by animal agriculture,True,22,0.26184258815170297,0.26184258815170297
3e8a40a8a3361337,1,I prefer animal welfare perspectives,False,28,1.0,1.0
3e8a40a8a3361337,1,I do vegan activism,True,3,0.17383286661850803,0.17383286661850803
3e8a40a8a3361337,1,Living among meat-eating loved ones feels isolating,True,-1,0.21019911218512455,
5fee709bfe55faf2,1,I generally don't eat meat,True,-1,0.11002872756008804,
5fee709bfe55faf2,1,Meat prices have went up,True,26,0.0914690561984353,0.0914690561984353
5fee709bfe55faf2,1,Cooking with meat is complicated,True,-1,0.07624106350270339,
5fee709bfe55faf2,1,Storage of meat is complicated,True,26,0.0571381558890332,0.0571381558890332
5fee709bfe55faf2,1,I have ethical concerns about meat production,True,23,1.0,1.0
5fee709bfe55faf2,1,I am skeptical about animal treatment,True,18,0.17899651537064734,0.17899651537064734
5fee709bfe55faf2,1,Family enjoys eating meat,True,24,0.20092807853316338,0.20092807853316338
5fee709bfe55faf2,1,Meat is part of family traditions,True,5,1.0,1.0
5fee709bfe55faf2,1,I enjoy meat at family gatherings,True,24,1.0,1.0
d91dfb759b5c056c,1,I eat beef four times a week,True,2,0.12003917419542796,0.12003917419542796
d91dfb759b5c056c,1,I eat chicken three times a week,True,2,0.18023097190584245,0.18023097190584245
d91dfb759b5c056c,1,I enjoy the taste of meat,True,10,1.0,1.0
d91dfb759b5c056c,1,Meat fits my daily routine,True,37,0.4895379970731365,0.4895379970731365
d91dfb759b5c056c,1,Meat feels healthy and satisfying,True,0,1.0,1.0
d91dfb759b5c056c,1,My social group eats meat regularly,True,9,0.18348424483151288,0.18348424483151288
d91dfb759b5c056c,1,Eating meat feels normal and comfortable,True,0,1.0,1.0
d91dfb759b5c056c,1,I am open to trying new foods,True,-1,0.03485154097149921,
d91dfb759b5c056c,1,I think about reducing meat sometimes,False,20,1.0,1.0
25c3702e02bdfd45,1,I like eating different kinds of meat,True,15,0.09839415200207757,0.09839415200207757
25c3702e02bdfd45,1,I enjoy cooking and buying meat,True,15,0.04384497842164977,0.04384497842164977
25c3702e02bdfd45,1,I want to get enough protein,True,7,0.20563492588804,0.20563492588804
25c3702e02bdfd45,1,I want to have energy for work,True,14,1.0,1.0
25c3702e02bdfd45,1,I have tried plant-based meat alternatives,True,-1,0.062441749639056805,
25c3702e02bdfd45,1,I am concerned about my health,True,4,1.0,1.0
25c3702e02bdfd45,1,I want to lose or maintain weight,True,-1,0.03521269732011671,
25c3702e02bdfd45,1,My family now eats more plant-based foods,True,29,1.0,1.0
25c3702e02bdfd45,1,My family is motivated by health and age,True,4,0.0548078302034542,0.0548078302034542
25c3702e02bdfd45,1,Traditional family values include eating grilled meat,True,-1,0.15902947845041343,
b8eba67020022d75,1,I eat a lot of meat,True,-1,0.11943370898671643,
b8eba67020022d75,1,I have age-related health concerns,True,4,0.34959395266871995,0.34959395266871995
b8eba67020022d75,1,I want to reduce dietary fat,True,-1,0.09617786393595108,
b8eba67020022d75,1,I am influenced by Nikola Tesla's diet,True,33,0.5421970443543558,0.5421970443543558
b8eba67020022d75,1,I buy tofu as meat substitute,True,12,1.0,1.0
b8eba67020022d75,1,I want solid protein substitutes for meat,True,12,0.17702883091736393,0.17702883091736393
b8eba67020022d75,1,I think tofu is cheaper than meat,True,0,1.0,1.0
b8eba67020022d75,1,I like the taste of meat,True,40,1.0,1.0
b8eba67020022d75,1,I cut out red meat for cholesterol,True,8,1.0,1.0
b8eba67020022d75,1,A doctor advised me about cholesterol,True,34,1.0,1.0
53cf43f573cc8f32,1,I like to eat meat,True,15,0.06631336764261267,0.06631336764261267
53cf43f573cc8f32,1,Most meals contain meat,True,11,1.0,1.0
53cf43f573cc8f32,1,I grew up eating meat,True,35,1.0,1.0
53cf43f573cc8f32,1,Friends and family eat meat,True,5,0.08582172777708862,0.07869254933260934
53cf43f573cc8f32,1,Social circle likes the taste of meat,True,10,0.013974200189572107,0.013974200189572107
53cf43f573cc8f32,1,Meat provides protein and energy,True,12,0.08221142397258512,0.08221142397258512
53cf43f573cc8f32,1,Environmental concerns about eating meat,True,23,1.0,1.0
53cf43f573cc8f32,1,I have thought about reducing meat,True,20,1.0,1.0
53cf43f573cc8f32,1,I want meat growing to be sustainable,True,-1,0.10252334561458984,
e0b47f3f6a91ab2e,1,I crave steak and chicken,True,1,0.34735213909766716,0.34735213909766716
e0b47f3f6a91ab2e,1,I still consume red meat,True,8,0.4851863403769382,0.4851863403769382
e0b47f3f6a91ab2e,1,I limit how much meat I eat,True,-1,0.12714737694766481,
e0b47f3f6a91ab2e,1,I want to improve my health,True,14,1.0,1.0
e0b47f3f6a91ab2e,1,I want to reduce environmental impact,True,-1,0.1116952324878993,
e0b47f3f6a91ab2e,1,Doctor recommended reducing red meat,True,8,0.15818670514584843,0.15818670514584843
e0b47f3f6a91ab2e,1,My family supports eating less meat,True,-1,0.07611415902002618,
e0b47f3f6a91ab2e,1,Wife reduces meat in solidarity with me,True,-1,0.08244911895564462,
e0b47f3f6a91ab2e,1,Sister-in-law wants to help the environment,True,41,1.0,1.0
e0b47f3f6a91ab2e,1,I believe protein can come from alternatives,True,7,1.0,1.0
e04998f79adab146,1,I try to get enough protein,True,7,0.19990631490127642,0.19990631490127642
e04998f79adab146,1,I eat chicken regularly,True,1,0.20829540837341945,0.20829540837341945
e04998f79adab146,1,I eat beef sometimes,True,-1,0.03625805932030837,
e04998f79adab146,1,I eat fish sometimes,True,1,0.05479446834198503,0.05479446834198503
e04998f79adab146,1,Chicken is cheaper than other meats,True,0,1.0,1.0
e04998f79adab146,1,Meat is easy to get at the store,True,0,1.0,1.0
e04998f79adab146,1,My friends eat similar meats,True,-1,0.03932545720019813,
fd51071022fe231c,1,I eat meat regularly,True,37,1.0,1.0
fd51071022fe231c,1,I try to balance meat with vegetables,True,12,0.11330534372719343,0.11330534372719343
fd51071022fe231c,1,I eat meat for protein,True,12,1.0,1.0
fd51071022fe231c,1,I eat meat for convenience,True,-1,0.025595994445755638,
fd51071022fe231c,1,I want variety in my diet,True,33,0.26574346194277,0.26574346194277
fd51071022fe231c,1,I include vegetables for health,True,-1,0.16074763791427968,
fd51071022fe231c,1,I am more mindful about portion sizes,True,-1,0.12605894991327174,
fd51071022fe231c,1,Some social contacts eat meat daily,True,9,1.0,1.0
fd51071022fe231c,1,Some social contacts focus on health,True,4,0.10935066830751876,0.10935066830751876
5152ad6df864fdab,1,I eat multiple meat products daily,True,19,1.0,1.0
5152ad6df864fdab,1,I want to have healthy muscle mass,True,14,1.0,1.0
5152ad6df864fdab,1,I am on a low-carb diet,True,-1,0.04189557593017278,
5152ad6df864fdab,1,I want to feel full and fueled,True,14,1.0,1.0
5152ad6df864fdab,1,Meat provides me with protein,True,12,0.11918431551950985,0.11918431551950985
5152ad6df864fdab,1,I have considered reducing pork consumption,True,20,1.0,1.0
5152ad6df864fdab,1,I have concerns about processed meats,True,23,0.20543598070195723,0.20543598070195723
5152ad6df864fdab,1,My social contacts prefer taste and satiety,True,13,1.0,1.0
3adb7e8ae191bee6,1,I eat chicken and fish,True,1,0.37656779833440307,0.37656779833440307
3adb7e8ae191bee6,1,I avoid beef,True,6,0.3991703182265232,0.3991703182265232
3adb7e8ae191bee6,1,I have cholesterol concerns,True,34,1.0,1.0
3adb7e8ae191bee6,1,I work in the medical profession,True,4,0.4000790492024446,0.4000790492024446
3adb7e8ae191bee6,1,I hear doctors advise less meat,True,38,1.0,1.0
3adb7e8ae191bee6,1,Meat expense is a concern for me,True,-1,0.17499718367594314,
3adb7e8ae191bee6,1,My boyfriend eats steak frequently,True,9,1.0,1.0
3adb7e8ae191bee6,1,Holiday traditions involve ham or turkey,True,1,0.10806110055143361,0.10806110055143361
79908652a256d33e,1,I try to reduce red meat,True,8,0.257352976413728,0.257352976413728
79908652a256d33e,1,I have health concerns about red meat,True,-1,0.06760045268557821,
79908652a256d33e,1,I have environmental concerns about red meat,True,-1,0.06936481054287615,
79908652a256d33e,1,I think red meat uses too many resources,True,26,0.12906070818678972,0.12906070818678972
79908652a256d33e,1,I often choose chicken or fish instead,True,1,0.20400970535670604,0.20400970535670604
79908652a256d33e,1,Red meat was expensive growing up,True,26,1.0,1.0
79908652a256d33e,1,My family ate healthy overall,True,-1,0.03066517297605305,
79908652a256d33e,1,We ate fish every Friday for religious reasons,True,2,1.0,1.0
79908652a256d33e,1,Local meat is too expensive for me,True,26,1.0,1.0
405ae83ad699f77e,1,I eat meat every day,True,19,0.09418926904422192,0.09418926904422192
405ae83ad699f77e,1,I enjoy the taste of meat,True,10,1.0,1.0
405ae83ad699f77e,1,Meat is a source of protein for me,True,12,0.09452483898928046,0.09452483898928046
405ae83ad699f77e,1,Meat is part of my routine,True,5,0.10692123878092274,0.10692123878092274
405ae83ad699f77e,1,My family eats meat regularly,True,9,1.0,1.0
405ae83ad699f77e,1,My friends eat meat regularly,True,9,0.3606129623283216,0.3606129623283216
405ae83ad699f77e,1,I can afford to buy meat,True,-1,0.027617874857867285,
f1109e14be29a5d7,1,I have low iron,True,-1,0.040145135319955554,
f1109e14be29a5d7,1,I eat chicken regularly,True,1,0.21602723712955713,0.21602723712955713
f1109e14be29a5d7,1,I value animal welfare,True,28,1.0,1.0
f1109e14be29a5d7,1,"I avoid beef, pork, and lamb",True,6,1.0,1.0
f1109e14be29a5d7,1,I am frustrated with food labeling,True,-1,0.11785084057668348,
f1109e14be29a5d7,1,Vegan food is too expensive for me,True,26,0.5784565259639459,0.5784565259639459
f1109e14be29a5d7,1,My son is vegetarian,True,3,1.0,1.0
f1109e14be29a5d7,1,Social contacts grew up eating meat,True,35,1.0,1.0
e16f233f154de5f7,1,I eat chicken regularly,True,1,0.2093352024011776,0.2093352024011776
e16f233f154de5f7,1,I eat ground beef once a week,True,2,1.0,1.0
e16f233f154de5f7,1,I eat vegetarian meals several times a week,True,2,1.0,1.0
e16f233f154de5f7,1,I eat meat for extra protein,True,12,1.0,1.0
e16f233f154de5f7,1,I am concerned about animal welfare,True,21,1.0,1.0
e16f233f154de5f7,1,I am concerned about factory farming practices,True,-1,0.06412168666848143,
e16f233f154de5f7,1,I am concerned about antibiotics in meat,True,23,1.0,1.0
e16f233f154de5f7,1,My daughter mainly eats vegetarian,True,3,0.22043437556383114,0.22043437556383114
e16f233f154de5f7,1,Social contacts avoid beef for animal welfare,True,31,1.0,1.0
7965eb39cc1b7b97,1,I eat beef every day,True,19,0.10383975040397768,0.10383975040397768
7965eb39cc1b7b97,1,I want dietary iron and protein,True,7,0.3368400552454598,0.3368400552454598
7965eb39cc1b7b97,1,Eating meat is a family habit,True,5,1.0,1.0
7965eb39cc1b7b97,1,I was raised to eat meat with meals,True,35,1.0,1.0
7965eb39cc1b7b97,1,I want a balanced diet,True,33,1.0,1.0
7965eb39cc1b7b97,1,I eat meat in moderation,True,-1,0.039683041689801184,
7965eb39cc1b7b97,1,I reduced meat due to cholesterol concerns,True,-1,0.08397081716983222,
7965eb39cc1b7b97,1,My partner had high cholesterol levels,True,34,1.0,1.0
7965eb39cc1b7b97,1,I want to reduce cholesterol,True,-1,0.07733871913714478,
7819704fed235622,1,I am close to being vegetarian,True,3,0.34593445965327385,0.34593445965327385
7819704fed235622,1,I eat fish and poultry occasionally,True,1,0.08802186722923225,0.08802186722923225
7819704fed235622,1,I have not eaten red meat in 20 years,True,17,0.12043674465709577,0.12043674465709577
7819704fed235622,1,I have health concerns,True,4,0.33494159263027107,0.33494159263027107
7819704fed235622,1,I have high blood pressure,True,34,1.0,1.0
7819704fed235622,1,I have high cholesterol,True,34,1.0,1.0
7819704fed235622,1,I have had pancreatitis,True,4,0.27739013386077654,0.27739013386077654
7819704fed235622,1,I believe in ethical treatment of animals,True,28,0.4620527641413761,0.4620527641413761
7819704fed235622,1,Vegetables are my primary protein source,True,-1,0.07610896657549111,
c314920d84ff0215,1,I eat meat four times a week,True,2,0.11386354637648163,0.11386354637648163
c314920d84ff0215,1,I enjoy the taste of meat,True,10,1.0,1.0
c314920d84ff0215,1,I choose less expensive meats more often,False,0,0.2924148871470406,0.2924148871470406
c314920d84ff0215,1,I have cultural traditions of eating meat,True,5,0.14571588566654156,0.14571588566654156
c314920d84ff0215,1,My family are all meat eaters,True,-1,0.170689396769136,
c314920d84ff0215,1,My friends are mostly meat eaters,True,-1,0.07211824792565734,
c314920d84ff0215,1,Meat substitutes do not taste like real meat,True,-1,0.14820602283221873,
520db7eff8e356ca,1,I eat meat almost every day,True,19,1.0,1.0
520db7eff8e356ca,1,Eating meat is convenient,True,0,0.8246045018651651,0.8246045018651651
520db7eff8e356ca,1,Meat is familiar to me,True,0,1.0,1.0
520db7eff8e356ca,1,I enjoy eating meat,True,15,1.0,1.0
520db7eff8e356ca,1,Meat fits my active lifestyle,True,-1,0.030080853913169094,
520db7eff8e356ca,1,Meat is an easy protein source,True,0,1.0,1.0
520db7eff8e356ca,1,News about poor meat production conditions,False,-1,0.16315871663555542,
520db7eff8e356ca,1,Friends sometimes prefer vegetarian restaurants,False,3,0.14514074569697324,0.14514074569697324
aa0f860caa6662ef,1,I eat meat daily,True,19,1.0,1.0
aa0f860caa6662ef,1,I want to meet protein requirements,True,7,1.0,1.0
aa0f860caa6662ef,1,I believe animal protein is necessary,True,7,0.42546472457401474,0.42546472457401474
aa0f860caa6662ef,1,I enjoy the taste of meat,True,10,1.0,1.0
aa0f860caa6662ef,1,Everyone I know eats meat,True,32,1.0,1.0
aa0f860caa6662ef,1,I have a sensitivity to beef,True,-1,0.06192446944006648,
aa0f860caa6662ef,1,I try to avoid fried and greasy meats,True,-1,0.10783440079924395,
b06ebcb759ca3ce4,1,I follow a mostly animal-based diet,True,-1,0.047505513040910705,
b06ebcb759ca3ce4,1,I eat meat-based meals daily,True,19,1.0,1.0
b06ebcb759ca3ce4,1,Improved health motivates my meat-eating,True,0,0.333443416732296,0.333443416732296
b06ebcb759ca3ce4,1,I feel medical advice about meat is misleading,True,22,1.0,1.0
b06ebcb759ca3ce4,1,Friends are interested in ketogenic diets,True,-1,0.4103017142063568,
b06ebcb759ca3ce4,1,My diet influences others to eat more meat,True,-1,0.051563108330316354,
b06ebcb759ca3ce4,1,No one close is as strict with meat diet,True,-1,0.09062298840411119,
b88f86ad894a422f,1,I eat meat,True,16,1.0,1.0
b88f86ad894a422f,1,I try to limit red meat,True,8,0.21416557853519091,0.21416557853519091
b88f86ad894a422f,1,I try to eat healthier,True,33,1.0,1.0
b88f86ad894a422f,1,"I choose chicken, turkey, or fish",True,1,0.7114679559044224,0.7114679559044224
b88f86ad894a422f,1,I want to get enough protein,True,7,0.2087530496023629,0.2087530496023629
b88f86ad894a422f,1,I cook most meals at home,True,-1,0.013609870537036182,
b88f86ad894a422f,1,My husband eats what I cook,True,36,1.0,1.0
04311d2ad745c4c6,1,I eat meat several times a week,True,2,0.7107041419520174,0.7107041419520174
04311d2ad745c4c6,1,I prefer turkey or chicken,True,1,0.4228381760109913,0.4228381760109913
04311d2ad745c4c6,1,I include meat for nutrients,True,12,0.19482869829100413,0.19482869829100413
04311d2ad745c4c6,1,I am mindful about nutrition now,True,33,1.0,1.0
04311d2ad745c4c6,1,I try plant-based products,True,29,1.0,1.0
04311d2ad745c4c6,1,I feel healthier after plant-based meals,True,-1,0.20448623903332228,
04311d2ad745c4c6,1,Plant-based foods are filling,True,29,1.0,1.0
04311d2ad745c4c6,1,I am not influenced by others,True,39,1.0,1.0
74ee6a013b1d50b3,1,I eat meat with almost every meal,True,-1,0.10657964654652649,
74ee6a013b1d50b3,1,I like the flavor of meat,True,10,0.1019556772411458,0.1019556772411458
74ee6a013b1d50b3,1,I prefer meat over other foods,True,0,0.04505677742521253,0.04505677742521253
74ee6a013b1d50b3,1,I enjoy having steak and ribs,True,10,0.3069580474501378,0.3069580474501378
